label,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20
I Love You,0.0,-0.1313364275739528,-0.2328551874936288,-0.2851018659245239,-0.3247441709171512,-0.1512643576536599,-0.1667305022868107,-0.1709046150679115,-0.1710213996132914,-0.0737251377854197,-0.0736373844264619,-0.0697287310545391,-0.0702774644645632,0.0033040569213592,0.0055102071562094,0.0027909526946714,-0.003847511933852,0.0783402166936139,0.0972549143805432,0.1060386077390764,0.110102753904942,0.0,-0.0678176212483652,-0.2527758597767304,-0.4310315231398899,-0.5706411790444539,-0.4804417226974063,-0.7198994157363766,-0.8650558426967156,-1.0,-0.4880384364110899,-0.6103486942399157,-0.4295259702107037,-0.279036657261222,-0.4789231937076223,-0.6102802950052394,-0.4394821276208756,-0.3067230619456239,-0.4571562919213356,-0.6352735073159139,-0.7495942506814356,-0.8703551888682115,0.0,-0.0508005125966481,-0.0718936695501286,-0.0937904350360947,-0.1131202085851429,-0.032180192102247,-0.0755442725135749,-0.0988967760520257,-0.113794482632285,-0.0324195275673931,-0.1276273549855672,-0.1555817483112975,-0.1487913235663458,-0.0395593059395771,-0.1288628573993894,-0.1238717201587443,-0.0914978991520637,-0.0504901283886898,-0.1058142947125355,-0.1121431414629506,-0.1018023277055992
I Love You,0.0,-0.1307092519807533,-0.2314690241050873,-0.2833377470186772,-0.3241129562498607,-0.150405885284495,-0.1658851352382089,-0.1707491518425919,-0.1712539911110974,-0.0729705653464497,-0.0719604478187706,-0.0684364502292683,-0.0690824249976212,0.0037586381016902,0.0072330297456784,0.00386750778742,-0.0033007708346891,0.0785839390215622,0.0977313949993036,0.1072067890784828,0.1117804133558082,0.0,-0.0690973506803422,-0.2557968992113642,-0.4338252845674696,-0.5711044708894862,-0.4816219300422276,-0.7202978639482316,-0.8650154179010078,-1.0,-0.4889529644545963,-0.6123746420991393,-0.4317103372754329,-0.2814301130697289,-0.4796044386785459,-0.6112994442048897,-0.439745951710368,-0.3069655417567375,-0.4575869714593509,-0.6352414465137611,-0.7482470828246987,-0.8677853392700968,0.0,-0.0511288071645315,-0.0717529900245579,-0.0930997618133933,-0.1118471052339274,-0.0316007977216227,-0.0739531220839257,-0.0962408017778965,-0.1104421841924352,-0.0313829108767353,-0.1256843311706813,-0.1531571354244131,-0.1460219182870076,-0.0380576439512032,-0.1269643044932184,-0.1219886607929704,-0.0895660035407513,-0.0485252769771736,-0.1035105421182086,-0.1097270683938305,-0.0993115277839561
I Love You,0.0,-0.1313893968669309,-0.2310561438692656,-0.2838152073168167,-0.3243294236824607,-0.1514743022781339,-0.1664790062801845,-0.1707030260518742,-0.1710008665599295,-0.0737302420519717,-0.0721309966691173,-0.0687455868235007,-0.070173727666698,0.0036081312874809,0.007163108148008,0.0029994911342204,-0.0051463149732561,0.0786580088648185,0.0977494536433268,0.1068098673286369,0.1116199036751728,0.0,-0.0703234166830989,-0.2527433697128162,-0.4306182897683933,-0.5704770318787635,-0.4788975552203385,-0.7186738805131313,-0.8644663150018101,-1.0,-0.4862631773421128,-0.6115889060780495,-0.4325952171229298,-0.2836840784205711,-0.4778932220912214,-0.6140863953825056,-0.4441051273759631,-0.3113673213062656,-0.4567318297110074,-0.6343291167266274,-0.7483768817998748,-0.8688109755545097,0.0,-0.0511688056616963,-0.0729070718356742,-0.0953725528950441,-0.1152242967967954,-0.0326939838100212,-0.0766404015668067,-0.100936209741705,-0.1165315360288919,-0.0326806094039108,-0.1275223532172544,-0.1562301092443651,-0.1503427485269473,-0.0394887792777717,-0.1280585375168314,-0.1232417470437301,-0.0914077913697998,-0.0501427481315838,-0.105059706969136,-0.1112885285953441,-0.1009752312960997
I Love You,0.0,-0.1302482181642791,-0.2310838507721769,-0.2837534267553594,-0.3239061562391815,-0.1515708509142537,-0.1671170534657232,-0.1719039556733736,-0.1724284451424915,-0.0738215624953037,-0.0726290205285772,-0.069012861606947,-0.0696386378753068,0.0034897706112718,0.007261382750869,0.0037500336475848,-0.0036412604327467,0.0786994026335778,0.09862185547838,0.1078530462858103,0.1124415584801629,0.0,-0.0691479473707185,-0.2539113631513229,-0.4308947417123315,-0.5702660380352849,-0.4814301387788786,-0.7202583562022228,-0.8651830315766551,-1.0,-0.4893200501567826,-0.6123069956645396,-0.4318617003620507,-0.2814528952804039,-0.4794544957219263,-0.6109518443472911,-0.4413183643921413,-0.309581560562047,-0.4563085904912503,-0.6337602003100588,-0.7478314854088934,-0.8685632583126599,0.0,-0.0516976021661402,-0.0735613555125267,-0.0958139139262477,-0.1153667800481639,-0.0346141144025489,-0.0778897354076035,-0.1008556226191377,-0.1156118500645905,-0.0343907776983101,-0.1289056323707445,-0.1560293426911592,-0.1489319454701498,-0.0410415737602574,-0.1294214106246559,-0.1239001653607083,-0.0916432992304249,-0.0515860869139721,-0.1067861160944788,-0.1132610054730551,-0.1032201533141848
I Love You,0.0,-0.1324917262074229,-0.2328107754851263,-0.2861633418375461,-0.3264846363958658,-0.1526544791298063,-0.167706503478578,-0.1728092527726057,-0.1735198519489002,-0.0740463846604556,-0.0734920463760162,-0.069637832690244,-0.0695804262065695,0.0036598295692374,0.006146261746303,0.0021038700503392,-0.0049608954347549,0.079142706201485,0.0986651219372449,0.1082945608686598,0.1131834211405028,0.0,-0.068429193479909,-0.2529928116665046,-0.431897901571375,-0.5730299685117679,-0.480259761013927,-0.7182683722081249,-0.8636832066419523,-1.0,-0.4887933788824598,-0.6156429786606358,-0.4345483522732247,-0.282734468082937,-0.4797752414258485,-0.6129387786449211,-0.4411312579301017,-0.3072366192191366,-0.4580913275094197,-0.635715521394388,-0.7496655074916015,-0.869353149726416,0.0,-0.0524100392215248,-0.0735271091336452,-0.095430605620712,-0.1145684505569337,-0.0294740260342138,-0.0728392287394999,-0.0964392156512649,-0.1117044086705921,-0.0292928610627192,-0.1258772022972756,-0.1553524948459251,-0.1491415953938245,-0.0363325319905797,-0.1271606749595434,-0.1231263318077434,-0.090815347365233,-0.0473046925057575,-0.1035017300375181,-0.1103150997305075,-0.1000745394121963
I Love You,0.0,-0.1318476720037316,-0.2322283756151347,-0.2853752020710876,-0.3261308907145174,-0.1528431537854949,-0.1675797475143512,-0.1724559836786626,-0.1735719009042117,-0.0747368904684111,-0.0734252795736128,-0.0689792606077634,-0.0695634735008544,0.0028506853442705,0.0064812772508812,0.0032182452687001,-0.0041534712708952,0.0781349444636479,0.0972771829289595,0.1065094233837498,0.1110966418403765,0.0,-0.0690450066206565,-0.2545343651706746,-0.4334198897243008,-0.5723504811841474,-0.4803516220319081,-0.7190226656621647,-0.8642257687195363,-1.0,-0.4883342469933195,-0.6136377638479332,-0.4336005809476548,-0.2836557673345678,-0.4795599120746358,-0.6132463765094349,-0.4421697353563028,-0.308612777329451,-0.4581764626295416,-0.6362236152066777,-0.7507710402271283,-0.8710038958373563,0.0,-0.0516111627763665,-0.0727358682913152,-0.094636688390092,-0.1138145714534172,-0.030804145773907,-0.0744445889649118,-0.0983786886253877,-0.1138015959923994,-0.0307804114356746,-0.126645682190938,-0.1558463849672785,-0.1497417270222175,-0.0377593031321903,-0.1276734600468535,-0.1233564372954788,-0.0911416907405671,-0.0485961710031673,-0.1040711102446403,-0.1105076421490789,-0.1000752404952137
I Love You,0.0,-0.1310195051905599,-0.2312479153824835,-0.2835527037571802,-0.3244528443545804,-0.1504742463543151,-0.1653986758024868,-0.1704790842090746,-0.1713230651555053,-0.0726612298813756,-0.0721267747062148,-0.0683974848442523,-0.0686052306110193,0.0047296859668285,0.0081485688453609,0.0043313780704185,-0.0031981392324025,0.0800750880881705,0.0995205765242436,0.1087711011759335,0.1133745535008135,0.0,-0.0693854338273555,-0.2556744555540819,-0.4342815102742728,-0.5723993997182765,-0.4814451967548481,-0.7204977879371749,-0.8649911372086988,-1.0,-0.4884536973679514,-0.6120844588982821,-0.4321007304808202,-0.2826809646277032,-0.4782793319178128,-0.6105558862548968,-0.4400653462877396,-0.3076311651255,-0.4555767731861239,-0.6332124016512154,-0.7478246176310286,-0.8683223394772914,0.0,-0.0498905499788976,-0.0703668776461836,-0.0919852906954377,-0.1110772271745809,-0.0301637070228009,-0.0727106334979831,-0.0954242762263746,-0.1100870613921372,-0.0310428159774145,-0.1258683388611725,-0.1539330185119129,-0.1472781042780894,-0.03874674788549,-0.12767187723642,-0.1225326892249589,-0.0901917072638125,-0.0502217342927924,-0.1052507694073346,-0.1112878850721585,-0.1008139901011922
I Love You,0.0,-0.1322122399035914,-0.2321675883488093,-0.2848154299552426,-0.3249094847307551,-0.150760486944379,-0.1655505981897827,-0.1702894813631551,-0.170867350941826,-0.0726407625938983,-0.0716853603728691,-0.0680788547339023,-0.0685136894702553,0.0048407045865477,0.0081463742320417,0.0041253099822892,-0.0031145892012881,0.0800142197350174,0.1002297373183854,0.1096729020160639,0.1145030277544896,0.0,-0.0706622976023922,-0.2559166615976352,-0.4349459244546824,-0.5736651477203905,-0.4796405660036373,-0.7186381231712918,-0.8640277509633364,-1.0,-0.48672817385279,-0.6130507502607245,-0.4341600041962764,-0.2837220619232874,-0.4776416044938947,-0.6115711440759772,-0.4401823440787983,-0.3056343826669099,-0.4564519513126147,-0.6342937384679536,-0.7491166661818028,-0.8692680274591634,0.0,-0.0502715019850301,-0.0703515607240843,-0.0916105687234566,-0.1103027803881354,-0.0281603112937994,-0.0710350052785782,-0.0946436677353041,-0.1098768440058017,-0.0286565667121531,-0.1242172026860551,-0.1536508227282118,-0.1477350564757952,-0.0361050124589713,-0.1257943601760118,-0.1214955322903445,-0.089289048767782,-0.0473453932831782,-0.1024885379085944,-0.1086943891245889,-0.0981618510120846
I Love You,0.0,-0.1320682266219077,-0.2320978391959605,-0.2844634841838631,-0.3243974633931826,-0.1515146426994379,-0.1666361585769581,-0.1714855960619185,-0.1720790586911968,-0.0731333136723605,-0.0731670056138371,-0.068960357522147,-0.0685868834519221,0.0046085290929639,0.007284726248296,0.0034220442519428,-0.0038523321842656,0.0799840084392808,0.0993458643499676,0.1082242414509864,0.1125101646990921,0.0,-0.0691630596929265,-0.2540384498822186,-0.4328740640920921,-0.5723455993837678,-0.4808456633268887,-0.7195072652652984,-0.8646487909630285,-1.0,-0.4888576290309146,-0.6124829413901702,-0.4312975895232596,-0.2800686677000697,-0.4792049979022362,-0.6085714831517446,-0.4382769963149714,-0.3056778463538465,-0.4565644536474582,-0.6347206137042192,-0.7491144442032547,-0.8691490323944163,0.0,-0.0505583591325941,-0.0712689386939944,-0.0928873426637859,-0.1119467762394902,-0.0303385801847615,-0.0737045921781017,-0.097193807261015,-0.1121896527473491,-0.0307430933689632,-0.1266623166089598,-0.1553812834819088,-0.1487679737666999,-0.0380452642805851,-0.1278435852547931,-0.1232558658903883,-0.0908386166293125,-0.0491076822631414,-0.1043351156677434,-0.110358699421203,-0.0996533327518589
I Love You,0.0,-0.1312516836772484,-0.2313266824083902,-0.2842026849644728,-0.3249236031878117,-0.1507862164440615,-0.1653612319741712,-0.1702987538355123,-0.1711341381917744,-0.0728077718019397,-0.0718747279790687,-0.0699474931898193,-0.0720366139417356,0.0046003327570361,0.0081928374149693,0.0035386159882953,-0.0050459590618774,0.0796973832266896,0.0992466528949955,0.1093438499088374,0.1145926063315557,0.0,-0.0699880746573629,-0.255611996299718,-0.4347689476549108,-0.5738372378515555,-0.4830725515806674,-0.7220997049265406,-0.8658393729426419,-1.0,-0.489735060754801,-0.6167617627555718,-0.4359505392193764,-0.284584084773256,-0.4793476347630529,-0.6139190804437413,-0.4443752078906649,-0.3112964783589426,-0.4558322689862842,-0.6347897222869405,-0.7489663960703942,-0.8681059963737324,0.0,-0.0509773084626899,-0.0719626939929553,-0.0939577600453424,-0.1134513745404267,-0.0300765982540148,-0.0730943216875743,-0.0962525650511159,-0.1110775236544448,-0.0305335796713869,-0.127033099539837,-0.1567404109290809,-0.1507008245323187,-0.0378444712698739,-0.1283251766241696,-0.1247083395822419,-0.0928116635178678,-0.0488672405525184,-0.1046509836166204,-0.1112166444036117,-0.100813093052301
I Love You,0.0,-0.1311034837670526,-0.2310873007811256,-0.2824956757549793,-0.3227223964635127,-0.1500781313236341,-0.1656122528984125,-0.1700944930783112,-0.1706636839505333,-0.0723395471842735,-0.0709658969366153,-0.0679824451294426,-0.06970480479087,0.0054897455430991,0.0091962176284416,0.0048369085520045,-0.0031010860587797,0.081245762173669,0.1025362375015676,0.1119595576532805,0.1165737777252261,0.0,-0.0712723418866271,-0.2557900522142689,-0.4354077331719706,-0.5743816766886598,-0.4793862802598525,-0.7198727343061039,-0.8652685589412432,-1.0,-0.4863937945614904,-0.6137778951668048,-0.434247281211465,-0.2845587995523939,-0.4772877337656594,-0.6156967901022585,-0.4477628608252726,-0.3157359592182133,-0.4550929313346472,-0.6325304059987289,-0.7468078880938522,-0.8673949139076735,0.0,-0.0498221700753977,-0.0708417576404421,-0.0929207879943275,-0.1125633768461207,-0.0311393080175035,-0.0743556946784194,-0.0979974066805284,-0.1133482489048023,-0.0320420350299527,-0.1268595455173055,-0.1551806950798214,-0.1489538870835835,-0.0397009758979401,-0.1278361525780201,-0.122432798136916,-0.0904258742135577,-0.0511725327966399,-0.1059015510974286,-0.1118539987202539,-0.1015377590083541
I Love You,0.0,-0.1317458674867876,-0.231482366032996,-0.2841634400374881,-0.323695615896408,-0.1501327667851442,-0.1652143844249756,-0.1699989143638497,-0.1704830882074402,-0.0720148954139217,-0.0721931473718493,-0.0699368354136941,-0.0713482728500732,0.0061893409084157,0.0085167769439596,0.0036591349876455,-0.0045095315651195,0.082241300801946,0.1028493917842192,0.1129138904991816,0.1178481785885824,0.0,-0.0721628865066249,-0.2574814191108849,-0.4359361469237898,-0.5760156799875953,-0.4830189608617676,-0.7211591590085877,-0.8656039875426841,-1.0,-0.4910832605618426,-0.6186617430545516,-0.4380086848683194,-0.286065788225409,-0.4810269344893131,-0.616474567233734,-0.4488530082889369,-0.3162188629225877,-0.457123280666543,-0.634565263464456,-0.747736813082501,-0.8658609840148636,0.0,-0.0504516106069124,-0.0714030319509167,-0.0934807490314853,-0.1129305198054313,-0.0294846239684097,-0.0729659531802279,-0.0966814636628014,-0.1120672844484596,-0.0305430950558648,-0.1271370365711102,-0.1567302024308021,-0.1507469860564491,-0.0385531888766955,-0.1286139793932054,-0.1244837716391127,-0.0925932373371519,-0.0503527209432177,-0.1061720620316524,-0.1126713214135422,-0.1023764149245856
